Run Number,Polarization,Error
2168.0,33.784094257545895,1.7007114567744124
2169.0,34.95948761601374,1.762115961276128
2170.0,35.10228395447662,1.7796579108726933
2171.0,36.03530481397524,1.8942757299712023
2172.0,36.628033762995656,1.967090071431671
2173.0,38.5548305399076,2.2037892214746413
2174.0,39.55554340412793,2.326722728129996
2175.0,40.26353837594349,2.4155698930573704
2176.0,40.73235266211075,2.485072796954245
2199.0,37.39977467276194,1.6271074844972704
2200.0,38.07926145050196,1.6894917033699173
2201.0,38.5891732358579,1.7401319702362081
2203.0,38.382666991609106,1.7522613369680962
2204.0,37.72427056480685,1.7555095909731666
2206.0,36.87714963368949,1.7596889331525365
2208.0,35.99549369559752,1.7640386566859867
2209.0,34.4987601268792,1.7699127705716735
2210.0,34.53071837862697,1.8663338358007104
2211.0,34.902222527006195,2.0206476919932848
2212.0,35.06851180754941,2.0880077934948496
2213.0,35.842953609097975,2.265354062084222
2214.0,36.57121810333793,2.2200100019315387
2215.0,37.23178000349378,2.179200113166886
2216.0,37.063826687323676,2.036424154581207
2217.0,36.103979557801374,1.6401887131935604
2218.0,35.47181719230866,1.3803505903480535
2219.0,35.40380259849252,1.3516667525253274
2220.0,35.40054051049368,1.3519544309904237
2221.0,35.39485267580277,1.3524560322820447
2222.0,35.3927896692236,1.3526379656224035
2223.0,35.39062069361649,1.3528292442064604
2224.0,35.38892164655952,1.3529790805228465
2225.0,35.385660697574565,1.353266658540079
2226.0,35.38365832114369,1.353443245001997
2227.0,35.381730749863294,1.353613234514083
2228.0,35.37875901684338,1.3538753070253546
2229.0,35.375239832708644,1.3541856583986553
2230.0,35.372357845773124,1.354439816342381
2231.0,35.370295018808434,1.3546217338428195
2232.0,35.368429223082835,1.3547862754648468
2233.0,35.36642700058026,1.3549628483520664
2234.0,35.54171663164395,1.3551260482134404
2235.0,35.394449486058974,1.5125733333175988
2236.0,35.49484649325811,1.9511550738540677
2237.0,35.53403430228466,2.3710224481829734
2238.0,35.38250246208387,2.3574758783033984
2239.0,35.24325503092117,2.3450275040587694
2240.0,35.07568205873698,2.3323458715826053
2241.0,35.38648304468535,2.3037821699809684
2242.0,36.237643475785084,2.24533488450162
2243.0,37.025822956007445,2.191212360232018
2244.0,37.93932813930096,2.128483999885384
2245.0,38.964253116444205,2.0581046911849
2246.0,39.75682192335139,2.010206129915095
2247.0,40.08404341379865,1.9456913636795905
2248.0,38.24057965569371,1.7153871003488737
2250.0,36.208999425378146,1.5626555784499072
2251.0,36.212887514575534,1.6403602203913632
2252.0,36.21688921676895,1.72033545251942
2253.0,36.22669766197525,1.9163602050558366
2254.0,36.248966110443256,2.3614019021339123
2255.0,36.23123693612504,2.5256352384604344
2256.0,36.328814532066005,2.626142163662109
2257.0,36.569913181579494,2.5724621325270007
2258.0,37.46529999969583,2.373106423270894
2259.0,37.67945157407011,2.3254260932348663
2260.0,37.86665187081783,2.2837463999715624
2275.0,40.45001194460472,1.708567528277722
2276.0,40.567522348767795,1.6293844105120576
2302.0,22.535130212551252,0.8961749127526311
2303.0,21.829523316139916,0.8697745045162216
2304.0,21.441957433698544,0.8552736577033645
2305.0,20.363797904891495,0.8149341260898747
2306.0,20.03916898521046,0.7994086888827538
2307.0,23.819998878762576,0.9299380486366535
