Run Number,Polarization,Error
2168.0,29.707142514145445,3.765463468004692
2169.0,30.327567662111413,3.9673808807270383
2170.0,30.403732026877258,3.9921685791715333
2171.0,30.886468896625264,4.149275331025097
2172.0,31.193141694501293,4.2490820169765975
2173.0,32.19004957202382,4.573525763352457
2174.0,32.707809695682656,4.74203083591881
2175.0,33.082008076181964,4.863813727993743
2176.0,33.432193939904984,4.929739953099551
2199.0,39.00882016701438,1.2486578924186365
2200.0,38.852092929124986,1.2244834106487514
2201.0,38.68325768018087,1.2048598226596097
2203.0,38.45093371313197,1.128985718158466
2204.0,37.99860117760672,0.9978783368602103
2206.0,37.467561518921634,0.8291899868016327
2208.0,37.12395809354425,0.719371868785897
2209.0,37.34574047726949,0.7304534986385595
2210.0,37.879829604615566,0.8861058755305433
2211.0,38.28736569128799,1.1340756212112832
2212.0,38.469783257669995,1.2423177949894262
2213.0,38.7124033651735,1.5958868764625327
2214.0,38.065771329962885,1.686378474593153
2215.0,37.48891333438355,1.767821381148309
2216.0,37.02108096849304,1.608770307928543
2217.0,36.062340830859775,1.0755409151624253
2218.0,35.43090753835132,0.7258666811333513
2219.0,35.43086763280243,0.688654983800742
2220.0,35.64726274165406,0.6934186604885761
2221.0,37.500326665324586,1.01936446049142
2222.0,38.79257192019469,1.2499037025241606
2223.0,39.82258144574948,1.6504729594626772
2224.0,40.62889275710123,1.9663615584439977
2225.0,41.15794747491983,2.115739619050487
2226.0,40.67069902163613,1.8517357744411098
2227.0,40.19820420940684,1.5957258350644694
2228.0,39.32556717929365,1.2010357927235087
2229.0,39.19548287973141,0.997547248050831
2230.0,40.94681919374926,1.7334507921152287
2231.0,41.672949314753645,1.9768264198337697
2232.0,41.30073004639277,1.7228380595983908
2233.0,40.123715051464636,1.4008393586613774
2234.0,37.583206410844326,1.0250499232374668
2235.0,35.89265202951739,0.849309005446753
2236.0,37.49701456406548,1.2748566732465614
2237.0,38.37825561857463,1.5621673809994543
2238.0,35.46067914578369,0.993952423497579
2239.0,33.97565363812908,0.9439335633269944
2240.0,34.695751265378526,1.712318543751542
2241.0,35.55489258718271,1.9474162810193494
2242.0,36.92585887000475,1.7614432091371217
2243.0,38.28221784734833,1.5892310693621297
2244.0,39.11782768529977,1.4890711294309753
2245.0,39.60211680750559,1.4749804143707768
2246.0,39.98117014051007,1.4653293037568353
2247.0,40.037814478405274,1.4296660420935208
2248.0,38.19647678742618,1.154513453458329
2250.0,35.48644025562308,0.8310485382927922
2251.0,34.9368796070389,0.8092685959174304
2252.0,34.371260368074005,0.786852226654477
2253.0,32.993670693735865,0.7319081755950259
2254.0,36.26113857146697,1.4092936626697439
2255.0,38.3134911627099,1.764620842304902
2256.0,39.58910541189144,1.9587095787285596
2257.0,38.91499040120951,1.7538834926314482
2258.0,36.9867687689737,1.0828004175140786
2259.0,37.59113324543058,1.0882426523525097
2260.0,38.26507260469318,1.0929999742620116
2275.0,42.861873498979925,1.497049302309563
2276.0,41.66315164186762,1.0869044038861464
2302.0,21.476178077690058,0.5428205943734076
2303.0,25.597161058876345,0.586093420482525
2304.0,27.85788121001365,0.6098617128872738
2305.0,29.53380433658172,0.6095231212818917
2306.0,23.607729743715236,0.5145951569595468
2307.0,23.792527269227847,0.4984941417031069
2309.0,27.06588282889373,0.5539661666067487
2310.0,28.080728742450972,0.5799924032120016
2313.0,27.102208299852503,0.5397705525854463
2314.0,28.5834477711583,0.5700001482414281
2315.0,30.015710670753336,0.5990508872067458
2316.0,31.291268016872454,0.626297785152378
2318.0,31.877300841681738,0.6401445606859391
2319.0,32.40912256276637,0.6522889139740777
2320.0,32.91316528478239,0.6638267705447283
2321.0,33.40283251281038,0.6718012518911035
2322.0,33.84306920452703,0.6789707316625448
2323.0,34.27009181831721,0.6862013743443451
2506.0,37.63938975812881,0.5511989254229595
2507.0,38.43315104300042,0.5544428609723238
2511.0,39.29910020570917,0.5580339352857924
2512.0,39.96764184597196,0.5635132628963123
2516.0,42.91958596771563,0.6719944560403855
2517.0,42.76138568989896,0.6561262767966406
2518.0,42.45608466228922,0.6424785603016336
2519.0,42.01600749230264,0.6327255873805593
2520.0,41.792808838593984,0.6260522583479525
2521.0,41.66874319198089,0.6191582326096121
2522.0,41.734172147294075,0.6115069944880989
2523.0,41.76824427253887,0.6078666249066299
2524.0,41.53658346339823,0.6121611017685097
2525.0,40.87358027651477,0.6275607118917188
2526.0,40.653720156326095,0.7097547867953252
2527.0,40.70820907433198,0.8147534042411906
2528.0,40.75502587994309,0.9280237266661875
2529.0,40.731060536153606,0.9453037364039141
2531.0,40.75439649642336,0.9526534320848278
2535.0,40.87635207858812,0.9414726096969662
2536.0,40.90132135477512,0.9365895570490211
2537.0,40.799128282275944,0.936264187999999
2539.0,40.58828231117169,0.9361768893130106
2540.0,40.41241097320617,0.9365175419100711
2541.0,41.24770616277713,0.9351102119737854
2542.0,44.00776125864516,0.9303040988134701
2543.0,45.97992092606515,0.9256638471311328
2544.0,46.045790833661556,0.9215654382169725
2545.0,46.42824821738507,0.9118316418550804
2551.0,43.440976412896454,0.6948949691163224
2552.0,43.074953147881445,0.6723801590254643
2553.0,42.980957146177666,0.6630317409877703
2554.0,42.92632223576711,0.6643710207761998
2555.0,42.891732975226354,0.6657662875134751
2556.0,42.66277331189493,0.6629655741267634
2557.0,42.16673007310683,0.6507578832739984
2558.0,41.49785627760227,0.6356865583478175
2559.0,41.20946169437291,0.6266054711019292
2560.0,41.44162372117702,0.628044255101751
2561.0,41.609040015409036,0.6290817886242067
2562.0,41.757440555437796,0.6300014752994892
2563.0,41.82478137839219,0.6304188084005797
2564.0,41.87210922742534,0.6307121145578022
2565.0,41.90599901619708,0.6309221406611807
2566.0,41.93763418284679,0.631118194133981
2568.0,41.97103077302934,0.6313251637244206
2569.0,42.0668560370435,0.6315585939840175
2570.0,42.06310832551778,0.6317435137126213
2571.0,42.11530265661588,0.6317782078648135
2572.0,42.1910195450026,0.6318285377223661
2574.0,42.439684006950706,0.6319806807267105
2575.0,42.59494946198477,0.6358802674407757
2576.0,42.7043552234565,0.6470133143466684
2577.0,42.768160042312616,0.6575967015186519
2578.0,43.37433128977108,0.658538487552853
2579.0,43.88804994875372,0.6523942984471404
2580.0,44.605052072927045,0.6513615390529034
2581.0,44.632752595833296,0.6713906045564646
2583.0,43.839519703561834,0.7087121434499027
2584.0,43.41514336993688,0.69050125285442
2585.0,43.172599696866584,0.6806146996387856
2586.0,42.843903673854776,0.6665003449149275
2587.0,42.43454334326765,0.6513207896323141
2613.0,41.94139189306424,0.7119765675691799
2614.0,42.44220272800822,0.7027981769979427
2615.0,42.80179273813784,0.6964662753346478
2616.0,43.14642623042141,0.6918844596299474
2617.0,43.15356829509302,0.7004743187291063
2618.0,43.165575825819666,0.70919585981301
2619.0,43.24515381735161,0.7191095871626066
2620.0,43.3499242434035,0.7216056081091627
2621.0,43.42241503894584,0.7264367072329792
2622.0,43.20266981506042,0.7340622637871963
2623.0,42.962717989423794,0.7417492284883656
2624.0,42.854043781383155,0.7427174800061267
